sample_id,ct_dataset,pore1_left_areas,pore2_left_areas,pore3_left_areas,pore4_left_areas,pore5_left_areas,pore6_left_areas,pore7_left_areas,pore8_left_areas,pore9_left_areas,pore10_left_areas,pore1_right_areas,pore2_right_areas,pore3_right_areas,pore4_right_areas,pore5_right_areas,pore6_right_areas,pore7_right_areas,pore8_right_areas,pore9_right_areas,pore10_right_areas,pore1_ioc_l_areas,pore2_ioc_l_areas,pore3_ioc_l_areas,pore1_ioc_r_areas,pore2_ioc_r_areas,pore3_ioc_r_areas,pore1_lateral_areas,pore2_lateral_areas,pore3_lateral_areas,pore4_lateral_areas,pore5_lateral_areas,mean_mandibular_left_pore_area,mean_mandibular_right_pore_area,mean_mandibular_pore_area,mean_preopercular_left_pore_area,mean_preopercular_right_pore_area,mean_preopercular_pore_area,mean_orbital_left_area,mean_orbital_right_area,mean_orbital_pore_area,mean_otic_pore_area,sequencing_sample_id,subset_vcf_number,seq_depth,colour,Morph,Sex,Sex_Value,collection,Site,Depth,Depth_Cat,SL,BD,HL,HW,IOW,SNL,LJL,PPL,CHD,ED,LAD,DFB,AFB,PRD,PRA,PRP,PRV,CPL,CPD,EggspotNumber,EggspotNumberTheis,FirstSpot,EggspotContrast,PC1,PC2,PC3,PC4,PC5,subpop,Notes,max_number_rings.y,batch,standard_length_fitness,standardised_max_rings,LPG,LPW,LogLPG,ResLPG,T1W,T2W,T3W,T4W,TWA,carbon_content,d13CV.PDB_percent,morpho_PC1,morpho_PC2,morpho_PC3,morpho_PC4,morpho_PC5,morpho_PC6,morpho_PC7,morpho_PC8,morpho_PC9,morpho_PC10,morpho_PC11,morpho_PC12
D29E03,Y,0.030559415,0.08101496,0.162420041,0.085696403,0.309105233,0.144604552,0.435374136,0.215996547,0.277765578,0.135501747,0.021976771,0.127959423,0.1603394,0.129259824,0.269312974,0.151106555,0.311706035,0.183096411,0.218597348,0.127829383,0.107179592,0.234130177,0.174687126,0.151144036,0.260274713,0.163240762,0.26910188,0.102786925,0.128126757,0.243405148,0.248044836,0.13375921,0.141769678,0.137764444,0.266159502,0.210307294,0.238233398,0.171998965,0.191553171,0.181776068,0.185765953,cichl187580034,355,16.1,Blue,Benthic,Male,1,2018,NA,1,Deep,82.84,27.59,28.44,12.99,6.44,10.23,12.38,8.4,7.41,7.65,5.85,42.27,16.08,29.67,53.33,30.02,31.18,15.13,9.28,9,8,2,0.098815626,0.058431703,0.03824325,0.01347733,0.071422182,-0.017362797,benthic,,74,Giulia_2,82.77,-0.099194826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D29E04,Y,0.046410285,0.12638281,0.150767875,0.243064035,0.42319887,0.15522536,0.69431884,0.26272941,0.2779373,0.10960169,0.047459105,0.140279675,0.1415907,0.22602071,0.342701935,0.17672617,0.567673825,0.29104755,0.25381444,0.167024585,0.371888019,0.33994345,0.412084934,0.26971215,0.272374658,0.232703276,0.296655584,0.149391074,0.207339924,0.252529395,0.264757134,0.197964775,0.179610425,0.1887876,0.33614681,0.3198901,0.328018455,0.374638801,0.258263361,0.316451081,0.22993466,cichl187580035,356,14.6,Blue,Benthic,Male,1,2018,NA,1,Deep,89.4,31.32,34.76,14.57,7.13,12.25,13.1,9.23,8.39,8.68,6.26,46.07,17.66,34.24,54.34,33.37,34.69,17.24,9.7,4,3.5,4,0.841031967,0.052338463,0.013348257,-0.058222549,0.04705485,0.005821706,benthic,,108,Giulia_2,88.74,1.416857443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D29E05,Y,0.022120147,0.044621675,0.174672883,0.19679303,0.333137038,0.088861969,0.610783018,0.28184118,0.149692373,0.086764369,0.019641165,0.033942984,0.1554131,0.204611358,0.434775299,0.147404082,0.779163101,0.265060379,0.166854555,0.10354517,0.256913284,0.403775369,0.29505928,0.245469485,0.371923462,0.258057664,0.393015095,0.237560656,0.159286062,0.378783351,0.382614974,0.154268955,0.169676781,0.161972868,0.282270235,0.328655801,0.305463018,0.318582644,0.29181687,0.305199757,0.269034707,cichl187580036,357,14.7,Blue,Benthic,Male,1,2018,NA,1,Deep,85.14,30.31,32.37,13.62,6.54,10.69,13.79,10.08,8.69,8.92,5.46,45.59,16.9,32.16,54.34,31.34,33.02,15.46,8.39,4,3.5,4,0.433207537,0.052571631,-0.006081435,0.046245798,0.026406656,-0.010837158,benthic,,98,Giulia_2,84.4,0.970959717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D29E06,Y,0.049626036,0.076716577,0.209292413,0.212648763,0.246691744,0.12394522,0.622363234,0.34114903,0.232547125,0.093258589,0.045790207,0.07911397,0.260836363,0.601266176,0.444476671,0.19658623,0.938099899,0.315017446,0.207614238,0.123226003,0.258360898,0.352995917,0.208732251,0.245710459,0.267848728,0.211651583,0.359352,0.21336525,0.144522,0.37937025,0.27390825,0.158995107,0.286296677,0.222645892,0.322329495,0.395989396,0.359159446,0.273363022,0.241736923,0.257549973,0.261946125,cichl187580037,358,16,Blue,Benthic,Male,1,2018,NA,1,Deep,94.81,31.94,34.63,14.85,8.69,13.22,15.41,9.78,8.78,8.22,7.2,47.6,17.41,35.35,62.1,36.59,41.26,16.88,11.63,5,4.5,4,0.642515186,0.055082102,-0.009358802,-0.106426776,0.007786596,-0.000709086,benthic,,106,Giulia_2,95.27,1.327677898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D29E07,Y,0.017737888,0.061033594,0.124165217,0.105664409,0.250047004,0.09727229,0.526986936,0.243752915,0.182528591,0.104520029,0.022696868,0.053976584,0.10204054,0.111958499,0.287811541,0.108906819,0.7850446,0.288002271,0.222963347,0.169177493,0.223449656,0.334611166,0.184768455,0.190729981,0.210756628,0.255768904,0.353604111,0.152717565,0.217307789,0.402867841,0.183917928,0.111729623,0.115696806,0.113713214,0.264447118,0.366296928,0.315372023,0.247609759,0.219085171,0.233347465,0.310087815,cichl187580038,359,15.7,Blue,Benthic,Male,1,2018,NA,1,Deep,93.61,32,37.08,14.38,7.77,11.47,14.36,9.94,8.91,9.33,6.18,46.14,16.42,34.07,60.52,33.59,34.54,16.77,10.73,NA,NA,4,NA,0.054731233,-0.010525235,-0.056982314,0.016049575,0.056406533,benthic,,95,Giulia_2,92.19,0.837190399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D29E08,Y,0.025575348,0.061774303,0.08616925,0.283099432,0.405270903,0.139877482,0.588036276,0.123351872,0.1141054,0.114892334,0.024591681,0.069840374,0.104465461,0.123155138,0.253589414,0.129450609,0.528622775,0.189651044,0.104858928,0.175486236,0.250567951,0.261196914,0.201162959,0.361778393,0.327135849,0.247615462,0.313804027,0.159083963,0.263024108,0.233666968,0.352285683,0.172377847,0.115128414,0.14375313,0.23509647,0.249654746,0.242375608,0.237642608,0.312176568,0.274909588,0.248345538,cichl187580039,360,16,Blue,Benthic,Male,1,2018,NA,1,Deep,84.3,30.34,31.56,13.09,6.37,10.54,13.01,8.24,7.96,8.5,6.03,43.47,16.94,31.56,53.66,31.75,33.92,14.89,9.71,2,1.5,5,NA,0.060838235,0.033148317,0.016277924,0.026049053,0.003061888,benthic,,81,Giulia_2,84.08,0.212933582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D29E09,Y,0.037004536,0.112391438,0.102352973,0.106880124,0.309617744,0.159434439,0.584789775,0.397011436,0.153332627,0.076371065,0.0379887,0.104321299,0.166914079,0.139554342,0.278911852,0.146640317,0.449762584,0.232656181,0.221436721,0.094873333,0.313751229,0.367092875,0.166126749,0.254110939,0.335796485,0.223208214,0.275648657,0.148343211,0.218469092,0.360878575,0.199589047,0.133649363,0.145538054,0.139593709,0.302876226,0.249682204,0.276279215,0.282323617,0.271038546,0.276681082,0.289673834,cichl187580047,368,15,Blue,Benthic,Male,1,2018,NA,1,Deep,96.2,34.12,36.35,14.35,7.49,11.78,13.84,10.4,9.27,8.98,7.22,50.33,17.96,33.24,63.16,33.8,36.42,17.27,11.7,8,7,3,0.473170173,0.059576966,0.026844658,0.008540624,0.018280173,0.024332208,benthic,,96,Giulia_2,93.11,0.881780172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D29E10,Y,0.026362282,0.084398649,0.072988109,0.206176654,0.279754963,0.150107621,0.619120161,0.331889327,0.139484015,0.082431315,0.037576089,0.064331837,0.114498867,0.182765373,0.273262759,0.103678527,0.584495074,0.298051174,0.206766854,0.113908666,0.182070192,0.249190123,0.17518105,0.229957425,0.301443768,0.177650344,0.190961528,0.160099059,0.159327497,0.347588559,0.234554766,0.133936131,0.134486985,0.134211558,0.293231204,0.300805442,0.297018323,0.202147122,0.236350512,0.219248817,0.253458028,cichl187580048,369,17.4,Blue,Benthic,Male,1,2018,NA,1,Deep,83.03,28.23,31.66,12.91,6.18,9.66,12.47,8.39,7.74,8.29,5.93,42.22,16.64,30.54,54.02,29.93,32.08,15.6,9.14,4,3.5,4,0.351819565,0.054456319,0.026586306,0.015471747,-0.024773652,0.055852918,benthic,,88,Giulia_2,83.06,0.52506199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D29F01,Y,0.016888064,0.060374828,0.074448214,0.165925226,0.227566659,0.128067817,0.372241072,0.256417101,0.176480266,0.144533679,0.015199257,0.075151884,0.270349754,0.135667445,0.18900558,0.098654439,0.351975395,0.226018586,0.117512777,0.117231309,0.178612565,0.223089768,0.244624616,0.191561624,0.268129973,0.193532133,0.226747392,0.15843974,0.129812882,0.21654376,0.187633467,0.109040598,0.137074784,0.123057691,0.237418029,0.203184517,0.220301273,0.215442316,0.217741243,0.21659178,0.173178321,cichl187580040,361,17.6,Blue,Benthic,Male,1,2018,NA,1,Deep,75.03,25.56,27.75,11.25,5.68,8.89,11,7.9,6.82,7.85,5.11,37.59,13.32,26.36,45.69,27.43,27.62,15.03,8.89,6,5.5,2,0.38687716,0.060081895,0.058714976,0.022515775,0.023714502,-0.021762686,benthic,,86,Giulia_2,72.87,0.435882445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D29F02,Y,0.015439875,0.067083594,0.117662494,0.154664953,0.372952838,0.113137014,1.026219265,0.204711444,0.116597675,0.061759499,0.021562584,0.047916853,0.087048949,0.226540232,0.38599687,0.142951944,0.670569735,0.170903442,0.170371032,0.070544256,0.265452135,0.361568706,0.260659619,0.374082498,0.358639946,0.255867103,0.391261234,0.176030574,0.222626902,0.401615973,0.408272592,0.145560751,0.153813098,0.149686924,0.352321971,0.270597116,0.311459543,0.295893487,0.329529849,0.312711668,0.312121438,cichl187580041,362,18.6,Blue,Benthic,Male,1,2018,NA,1,Deep,98.32,32.85,36.31,15.01,7.96,13.4,14.85,10.4,8.88,8.91,7.35,50.53,20.82,36.4,64.36,35.05,34.51,18.83,10.69,8,7,2,0.524139113,0.055099723,0.008558773,0.008292421,-0.008154025,0.03664828,benthic,,78,Giulia_2,99.33,0.079164264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D29F03,Y,0.035348658,0.057613721,0.14919888,0.160675717,0.25685161,0.135197139,0.480879466,0.282789261,0.183858927,0.152182857,0.028233019,0.130376867,0.229995811,0.202910476,0.244915699,0.126245206,0.506587581,0.351420746,0.158380349,0.203140013,0.248175539,0.392121943,0.216034396,0.188944004,0.316131098,0.187796106,0.337901723,0.124417618,0.173541918,0.351674891,0.239653124,0.131937717,0.167286375,0.149612046,0.274927628,0.304882172,0.2899049,0.285443959,0.23095707,0.258200514,0.262608404,cichl187580042,363,16.9,Blue,Benthic,Male,1,2018,NA,1,Deep,87.9,28.43,32.16,13.08,7.15,10.06,12.22,8.76,7.77,8.05,6.93,45.72,18.16,33.05,55.27,30.86,30.95,17.23,10.14,7,6.5,4,0.368681244,0.048229919,0.013973502,0.001150569,-0.026913977,0.007613256,benthic,,83,Giulia_2,88.49,0.302113127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D29F04,Y,0.024453409,0.067606484,0.090861196,0.175249432,0.343546423,0.172852039,1.069237298,0.286967947,0.273063068,0.144562801,0.031885327,0.059695087,0.097813636,0.178126303,0.325086497,0.154392112,0.726889571,0.28265264,0.253404445,0.215765374,0.20689502,0.399405681,0.226074164,0.277336557,0.483149476,0.245710459,0.29166283,0.163581778,0.185856743,0.380762692,0.260338659,0.140343389,0.13852137,0.139432379,0.443457778,0.369678008,0.406567893,0.277458288,0.335398831,0.30642856,0.283309718,cichl187580043,364,17.8,Blue,Benthic,Male,1,2018,NA,1,Deep,96.15,35.3,36.22,14.16,7.43,12.58,14.98,10.24,8.86,8.97,6.94,48.64,17.94,37.7,60.58,35.22,35.88,19.06,11.12,4,3.5,4,0.446336863,0.058749445,0.039878024,0.00696793,0.004250188,0.00092372,benthic,,124,Giulia_2,98,2.130293806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D29F05,Y,0.037709445,0.078765883,0.166903344,0.244107297,0.376648188,0.139234875,1.093797047,0.286948797,0.379772047,0.106211219,0.029676664,0.07698082,0.143920664,0.19278675,0.384457836,0.128078234,0.829161531,0.279139148,0.168688406,0.199703867,0.321341671,0.304381971,0.186556692,0.339863448,0.332276214,0.344772834,0.262736184,0.176007735,0.233401562,0.334797322,0.391553439,0.180826831,0.165564547,0.173195689,0.466682277,0.369173238,0.417927758,0.270760111,0.338970832,0.304865472,0.284099442,cichl187580044,365,17.3,Blue,Benthic,Male,1,2018,NA,1,Deep,94.5,32.3,33.8,14,7.1,10.7,14.3,9.1,8.8,9.1,7.2,47.6,19.4,34.5,61.2,34.4,37.6,16.1,10.3,11,9.5,3,0.466523316,0.058206292,0.02029959,-0.045163113,-0.050853017,0.003421157,benthic,,85,Giulia_2,92.88,0.391292673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D29F06,Y,0.01849053,0.047953463,0.079651515,0.152191288,0.212742695,0.109317641,0.696341179,0.18856277,0.131872024,0.076806818,0.025805465,0.104034632,0.110739989,0.141828463,0.207459686,0.143454004,0.611609848,0.226356602,0.160928571,0.12618263,0.200387699,0.275380661,0.216036637,0.248553911,0.395694574,0.271112769,0.23591129,0.149791425,0.226115665,0.416722192,0.263257408,0.102205898,0.117973647,0.110089773,0.273395698,0.281269413,0.277332555,0.230601666,0.305120418,0.267861042,0.321418929,cichl187580045,366,13.8,Blue,Benthic,Male,1,2018,NA,1,Deep,84.59,29.35,31.4,13.22,6.93,10.46,12.96,7.71,7.45,7.96,4.9,43.54,18.99,31.9,52.35,31.26,30.35,16.65,8.99,3,2.5,5,NA,0.058008517,0.041945168,0.014192837,0.014381419,0.020833351,benthic,,97,Giulia_2,85.91,0.926369944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D29F07,Y,0.028087985,0.100923037,0.374248192,0.577643949,0.327757734,0.105765793,0.525923314,0.112545652,0.103828691,0.151287701,0.055982261,0.042422544,0.18228134,0.337443246,0.320784165,0.116226147,0.425581407,0.211337877,0.148963178,0.167946782,0.374572515,0.360400565,0.243088311,0.32575802,0.386185641,0.305484258,0.45186193,0.24794882,0.163051144,0.353872556,0.324515416,0.28173218,0.187782711,0.234757445,0.223396339,0.238457311,0.230926825,0.326020464,0.33914264,0.332581552,0.25846185,cichl187580046,367,15.1,Blue,Benthic,Male,1,2018,NA,1,Deep,89.55,30.55,33.52,14.12,8.41,11.18,13.4,9.22,8.74,7.73,7.11,46.58,17.5,32.79,58.1,33.77,35.01,17.64,10.73,8,7,3,0.508414206,0.055258018,-0.005198955,-0.01856825,0.008938213,-0.00855336,benthic,,118,Giulia_2,90.54,1.86275517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D29F08,Y,0.017420358,0.131263929,0.194221716,0.213781417,0.321665391,0.096117592,0.555006508,0.304856273,0.451248408,0.196972299,0.016961928,0.069375814,0.180315991,0.217754481,0.267264973,0.085573691,0.681533323,0.222644406,0.149142718,0.202626275,0.278167582,0.272588734,0.191850399,0.34917122,0.265736872,0.202931895,0.278890043,0.225428693,0.202262108,0.319877078,0.248149766,0.175670562,0.150334637,0.1630026,0.377020872,0.31398668,0.345503776,0.247535572,0.272613329,0.26007445,0.261069593,cichl187580049,370,13.9,Blue,Benthic,Male,1,2018,NA,1,Deep,81.16,27.47,31.19,11.99,6.26,10.02,12.58,8.21,7.58,8.03,5.33,40.17,15.22,30.6,52,31.41,30.59,16.01,9.15,6,5,4,NA,0.051400731,0.021010212,0.006103538,-0.001951831,0.000245142,benthic,,75,Giulia_2,79.86,-0.054605054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D29F09,Y,0.038207797,0.073773565,0.291029599,0.307694702,0.315417555,0.106087605,0.43796703,0.235953467,0.222133626,0.128646464,0.02540412,0.076415593,0.144905101,0.164212232,0.316840185,0.086374008,0.430244177,0.202013563,0.141450141,0.120923611,0.249570075,0.29245223,0.13799518,0.337569947,0.35423505,0.255260598,0.335485859,0.14885423,0.162386433,0.25654801,0.221025978,0.205224644,0.145555446,0.175390045,0.256175147,0.223657873,0.23991651,0.226672495,0.315688532,0.271180514,0.209467221,cichl187580050,371,17,Blue,Benthic,Male,1,2018,NA,1,Deep,90.22,32.98,35.43,14.61,7.46,11.19,14.09,9.89,8.93,8.88,6.69,47.48,17.82,34.28,58.36,34.04,37.66,15.64,10.29,5,4,4,0.536907503,0.058046249,0.015522215,0.011439932,-0.000837756,-0.012315365,benthic,,109,Giulia_2,92.32,1.461447216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D29F10,Y,0.026459841,0.040871005,0.127810484,0.240737308,0.262235929,0.16348402,0.536048038,0.123321761,0.137260428,0.073237061,0.032129807,0.070638327,0.133244202,0.221128675,0.255620968,0.133007953,0.492814547,0.106311863,0.10678436,0.061897129,0.253777673,0.325374167,0.224950042,0.480145467,0.331517761,0.24314453,0.259860867,0.107447025,0.196433988,0.194540649,0.285894287,0.139622913,0.142552396,0.141087655,0.217466822,0.191951975,0.204709398,0.268033961,0.351602586,0.309818273,0.195487319,cichl187580051,372,17.4,Blue,Benthic,Male,1,2018,NA,1,Deep,93.19,32.36,35.76,14.85,7.15,12.18,13.86,9.16,8.55,9.25,6.77,47.82,18.1,34.38,57.89,32.56,36.92,16.84,10.81,3,2.5,4,0.422461155,0.055387693,0.007518064,-0.026514139,-0.008200931,0.018618446,benthic,,106,Giulia_2,96.06,1.327677898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D29G01,Y,0.018210493,0.071365447,0.174066066,0.205729356,0.333694985,0.146668297,0.84326068,0.38668588,0.171605189,0.142402776,0.012796563,0.062178171,0.129114038,0.192768735,0.392263869,0.164714732,0.721365216,0.372084673,0.119598645,0.104505263,0.251037217,0.229379104,0.236598475,0.299767971,0.388041189,0.233809173,0.305774353,0.220574069,0.192647309,0.336541122,0.259860867,0.16061327,0.157824275,0.159218772,0.385988631,0.329388449,0.35768854,0.239004932,0.307206111,0.273105522,0.264594216,cichl187580052,373,16.6,Blue,NA,Male,1,2018,NA,1,Deep,81.53,28.75,31.45,12.59,6.37,9.87,12.29,8.62,7.87,8.4,5.69,43.37,16.42,30.11,49.53,30.91,32.32,15.33,9.84,NA,NA,NA,0.360572989,0.051759953,-0.008217297,-0.019164845,-0.002342724,-0.002099313,benthic,,75,Giulia_2,93.12,-0.054605054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D29G03,Y,0.024105492,0.055342787,0.15276321,0.208961813,0.206679636,0.128372445,0.702767818,0.306239599,0.129798806,0.119243738,0.017972142,0.053060611,0.241482833,0.243907646,0.240912288,0.12095537,0.458004357,0.193129212,0.158611288,0.071460661,0.163499627,0.221708919,0.172915836,0.161018734,0.203103176,0.187339105,0.223749015,0.159877399,0.116238407,0.255486464,0.193598439,0.129570588,0.159467104,0.144518846,0.31451249,0.220301379,0.267406935,0.186041461,0.183820338,0.1849309,0.185862435,cichl187580054,375,13.5,Blue,Benthic,Male,1,2018,NA,1,Deep,79.01,27.29,30.41,12.49,6.58,9.93,12.11,7.71,7.74,7.73,5.22,42.02,15.28,29.61,51.93,29.17,32.09,14.55,9.81,4,3.5,3,0.468782366,0.049260607,0.021122936,-0.021935792,0.035767287,-0.01048833,benthic,,88,Giulia_2,80.2,0.52506199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D29G04,Y,0.024054384,0.136558741,0.133551943,0.249814799,0.3462829,0.120271919,0.393138835,0.259336325,0.084942043,0.090705072,0.032573645,0.173642583,0.157105194,0.190179972,0.250315932,0.142071204,0.566530852,0.15885916,0.169884086,0.086696008,0.239312385,0.347316194,0.301709017,0.329774972,0.354082094,0.200972285,0.366530343,0.222428688,0.183265172,0.250043988,0.35598632,0.178052553,0.160763465,0.169408009,0.207030569,0.245492526,0.226261548,0.296112532,0.294943117,0.295527824,0.21665458,cichl187580055,376,14.5,Blue,Benthic,Male,1,2018,NA,1,Deep,73.2,27.09,27.79,10.99,5.01,8.45,10.99,7.69,6.65,7.99,3.95,38.07,13.67,25.54,43.93,25.84,26.29,13.74,9.37,5,4,3,0.311601933,0.057267601,0.016216957,-0.017228473,0.024210443,0.007828108,benthic,,84,Giulia_2,71.21,0.3467029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D29G05,Y,0.018484975,0.074380017,0.075700372,0.125433756,0.358256411,0.171206074,0.599221257,0.271773137,0.278594973,0.219619102,0.02244604,0.060076167,0.066457885,0.183749449,0.266711775,0.11002961,0.679322814,0.245806149,0.197173062,0.177147673,0.337408754,0.411719016,0.211326779,0.293224275,0.482458814,0.385386851,0.431091409,0.211719449,0.267200148,0.234039271,0.325869393,0.130451106,0.119888263,0.125169685,0.342302117,0.324862424,0.333582271,0.320151516,0.387023313,0.353587415,0.25061971,cichl187580056,377,17.6,Blue,Benthic,Male,1,2018,NA,1,Deep,91.71,31.01,35.47,14.75,7.35,11.91,13.85,8.36,8.57,8.83,6.7,49.08,17.75,33.97,59.31,35.08,34.94,15.13,9.82,4,3.5,4,0.123582511,0.060419154,0.010631642,-0.041934938,0.006526025,-0.005866389,benthic,,136,Giulia_2,91.93,2.665371077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D29G06,Y,0.023666746,0.043635562,0.148286953,0.186930311,0.228162219,0.11925821,0.586491539,0.336511539,0.161229704,0.10834932,0.025330814,0.075807545,0.142000474,0.191182929,0.235558077,0.110198284,0.602207738,0.344831879,0.140891095,0.098364911,0.241844557,0.271797782,0.247021657,0.247447324,0.230513843,0.22523351,0.246806621,0.104277107,0.234230487,0.372567956,0.273006899,0.126136358,0.133975968,0.130056163,0.298145526,0.296573906,0.297359716,0.253554665,0.234398226,0.243976445,0.303399222,cichl187580057,378,18.4,Blue,Benthic,Male,1,2018,NA,1,Deep,78.17,28.84,29.07,11.5,6.16,9.07,11.67,7.39,6.5,8.06,5.4,40.95,14.76,27.46,48.29,27.6,30.88,14.77,9.15,4,3,3,0.60919042,0.059934543,0.019266653,0.015270499,8.80E-06,0.024319298,benthic,,79,Giulia_2,76.72,0.123754037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D29G10,Y,0.017679523,0.10607714,0.350301252,0.315627458,0.304937514,0.152263181,0.583287217,0.204205346,0.208179813,0.191733745,0.020146433,0.088123515,0.188855683,0.201875487,0.306582121,0.147740512,0.506538899,0.229422651,0.164460682,0.090864527,0.356221501,0.412883634,0.39691269,0.330390234,0.365526312,0.250813267,0.44551444,0.170985506,0.220971988,0.321341671,0.477251889,0.218924577,0.161116648,0.190020613,0.29685153,0.24782169,0.27233661,0.388672608,0.315576604,0.352124606,0.27115683,cichl187580061,382,13,Blue,Benthic,Male,1,2018,NA,1,Deep,85.84,30.48,31.99,13.08,6.92,10.13,12.71,7.69,7.67,8.42,6.11,46.11,16.61,31.59,53.94,31.74,33.03,15.08,9.79,4,3.5,4,0.338955305,0.04924517,-0.005385091,-0.04857422,-0.020155765,0.054416023,benthic,,103,Giulia_2,90.76,1.19390858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D29H01,Y,0.019541139,0.095423517,0.236062663,0.30837914,0.28598528,0.155615931,0.576962822,0.367858373,0.184998957,0.13721588,0.013550425,0.11410884,0.153191118,0.276713937,0.2397712,0.162747733,0.573967465,0.268726318,0.139498057,0.08486845,0.332396176,0.315550387,0.211188671,0.329109193,0.308770984,0.218584383,0.306929567,0.194688037,0.217952645,0.239584649,0.35590769,0.189078348,0.159467104,0.174272726,0.316759008,0.266765073,0.29176204,0.286378411,0.285488187,0.285933299,0.228768647,cichl187580062,383,NA,Blue,Benthic,Male,1,2018,NA,1,Deep,85.89,29.03,32.13,13.23,7.05,10.23,12.92,8.42,7.69,8.42,6.1,44.69,16.64,30.04,56.11,30.58,31.12,16.28,10.07,6,5.5,2,0.402055362,0.06194023,0.011112202,-0.057162088,0.012207533,0.007987269,benthic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D29H05,Y,0.029728547,0.117225067,0.203201377,0.135974321,0.393734338,0.17043241,0.473629809,0.287657477,0.185296683,0.087834344,0.03378244,0.131920428,0.120265486,0.140028214,0.412821417,0.160804414,0.466366584,0.232929924,0.198640747,0.159453117,0.194122357,0.24903077,0.175875869,0.188378093,0.247679178,0.180268542,0.386555225,0.25072026,0.166921574,0.39871955,0.270318339,0.17597273,0.167763597,0.171868164,0.258604578,0.264347593,0.261476086,0.206342999,0.205441938,0.205892468,0.282820562,cichl187580066,387,14.2,Unassigned,NA,Male,1,2018,NA,3,Intermediate,94.3,35.7,33.5,15,8.2,11.1,13.4,9.1,9.8,8.8,6.5,51.2,18.8,34.2,64.5,32.5,38.3,18.6,11.3,10,9.5,3,0.423296648,-0.019454651,-0.035360309,-0.039975751,-0.081298285,0.120749461,middle,,101,Giulia_2,94.84,1.104729035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
